0,23
0.1,23
0.2,23
0.3,23
0.4,23
0.5,23
0.6,23
0.7,23
0.8,23
0.9,23
1,23
1.1,23
1.2,23
1.3,23
1.4,23
1.5,23
1.6,23
1.7,23
1.8,23
1.9,23
2,23
2.1,23
2.2,23
2.3,23
2.4,23
2.5,23
2.6,23
2.7,23
2.8,23
2.9,23
3,23
3.1,23
3.2,23
3.3,23
3.4,23
3.5,23
3.6,23
3.7,23
3.8,23
3.9,23
4,23
4.1,23
4.2,23
4.3,23
4.4,23
4.5,23
4.6,23
4.7,23
4.8,23
4.9,23
5,23
5.1,23
5.2,23
5.3,23
5.4,23
5.5,23
5.6,23
5.7,23
5.8,23
5.9,23
6,23
6.1,23
6.2,23
6.3,23
6.4,23
6.5,23
6.6,23
6.7,23
6.8,23
6.9,23
7,23
7.1,23
7.2,23
7.3,23
7.4,23
7.5,23
7.6,23
7.7,23
7.8,23
7.9,23
8,23
8.1,23
8.2,23
8.3,23
8.4,23
8.5,23
8.6,23
8.7,23
8.8,23
8.9,23
9,23
9.1,23
9.2,23
9.3,23
9.4,23
9.5,23
9.6,23
9.7,23
9.8,23
9.9,23
10,23
10.1,23
10.2,23
10.3,23
10.4,23
10.5,23
10.6,23
10.7,23
10.8,23
10.9,23
11,23
11.1,23
11.2,23
11.3,23
11.4,23
11.5,23
11.6,23
11.7,23
11.8,23
11.9,23
12,23
12.1,23
12.2,23
12.3,23
12.4,23
12.5,23
12.6,23
12.7,23
12.8,23
12.9,23
13,23
13.1,23
13.2,23
13.3,23
13.4,23
13.5,23
13.6,23
13.7,23
13.8,23
13.9,23
14,23
14.1,23
14.2,23
14.3,23
14.4,23
14.5,23
14.6,23
14.7,23
14.8,23
14.9,23
15,23
15.1,23
15.2,23
15.3,23
15.4,23
15.5,23
15.6,23
15.7,23
15.8,23
15.9,23
16,23
16.1,23
16.2,23
16.3,23
16.4,23
16.5,23
16.6,23
16.7,23
16.8,23
16.9,23
17,23
17.1,23
17.2,23
17.3,23
17.4,23
17.5,23
17.6,23
17.7,23
17.8,23
17.9,23
18,23
18.1,23
18.2,23
18.3,23
18.4,23
18.5,23
18.6,23
18.7,23
18.8,23
18.9,23
19,23
19.1,23
19.2,23
19.3,23
19.4,23
19.5,23
19.6,23
19.7,23
19.8,23
19.9,23
20,23
20.1,23
20.2,23
20.3,23
20.4,23
20.5,23
20.6,23
20.7,23
20.8,23
20.9,23
21,23
21.1,23
21.2,23
21.3,23
21.4,23
21.5,23
21.6,23
21.7,23
21.8,23
21.9,23
22,23
22.1,23
22.2,23
22.3,23
22.4,23
22.5,23
22.6,23
22.7,23
22.8,23
22.9,23
23,23
23.1,23
23.2,23
23.3,23
23.4,23
23.5,23
23.6,23
23.7,23
23.8,23
23.9,23
24,23
24.1,23
24.2,23
24.3,23
24.4,23
24.5,23
24.6,23
24.7,23
24.8,23
24.9,23
25,23
25.1,23
25.2,23
25.3,23
25.4,23
25.5,23
25.6,23
25.7,23
25.8,23
25.9,23
26,23
26.1,23
26.2,23
26.3,23
26.4,23
26.5,23
26.6,23
26.7,23
26.8,23
26.9,23
27,23
27.1,23
27.2,23
27.3,23
27.4,23
27.5,23
27.6,23
27.7,23
27.8,23
27.9,23
28,23
28.1,23
28.2,23
28.3,23
28.4,23
28.5,23
28.6,23
28.7,23
28.8,23
28.9,23
29,23
29.1,23
29.2,23
29.3,23
29.4,23
29.5,23
29.6,23
29.7,23
29.8,23
29.9,23
30,23
30.1,23
30.2,23
30.3,23
30.4,23
30.5,23
30.6,23
30.7,23
30.8,23
30.9,23
31,23
31.1,23
31.2,23
31.3,23
31.4,23
31.5,23
31.6,23
31.7,23
31.8,23
31.9,23
32,23
32.1,23
32.2,23
32.3,23
32.4,23
32.5,23
32.6,23
32.7,23
32.8,23
32.9,23
33,23
33.1,23
33.2,23
33.3,23
33.4,23
33.5,23
33.6,23
33.7,23
33.8,23
33.9,23
34,23
34.1,23
34.2,23
34.3,23
34.4,23
34.5,23
34.6,23
34.7,23
34.8,23
34.9,23
35,23
35.1,23
35.2,23
35.3,23
35.4,23
35.5,23
35.6,23
35.7,23
35.8,23
35.9,23
36,23
36.1,23
36.2,23
36.3,23
36.4,23
36.5,23
36.6,23
36.7,23
36.8,23
36.9,23
37,23
37.1,23
37.2,23
37.3,23
37.4,23
37.5,23
37.6,23
37.7,23
37.8,23
37.9,23
38,23
38.1,23
38.2,23
38.3,23
38.4,23
38.5,23
38.6,23
38.7,23
38.8,23
38.9,23
39,23
39.1,23
39.2,23
39.3,23
39.4,23
39.5,23
39.6,23
39.7,23
39.8,23
39.9,23
40,23
40.1,23
40.2,23
40.3,23
40.4,23
40.5,23
40.6,23
40.7,23
40.8,23
40.9,23
41,23
41.1,23
41.2,23
41.3,23
41.4,23
41.5,23
41.6,23
41.7,23
41.8,23
41.9,23
42,23
42.1,23
42.2,23
42.3,23
42.4,23
42.5,23
42.6,23
42.7,23
42.8,23
42.9,23
43,23
43.1,23
43.2,23
43.3,23
43.4,23
43.5,23
43.6,23
43.7,23
43.8,23
43.9,23
44,23
44.1,23
44.2,23
44.3,23
44.4,23
44.5,23
44.6,23
44.7,23
44.8,23
44.9,23
45,23
45.1,23
45.2,23
45.3,23
45.4,23
45.5,23
45.6,23
45.7,23
45.8,23
45.9,23
46,23
46.1,23
46.2,23
46.3,23
46.4,23
46.5,23
46.6,23
46.7,23
46.8,23
46.9,23
47,23
47.1,23
47.2,23
47.3,23
47.4,23
47.5,23
47.6,23
47.7,23
47.8,23
47.9,23
48,23
48.1,23
48.2,23
48.3,23
48.4,23
48.5,23
48.6,23
48.7,23
48.8,23
48.9,23
49,23
49.1,23
49.2,23
49.3,23
49.4,23
49.5,23
49.6,23
49.7,23
49.8,23
49.9,23
50,23
50.1,23
50.2,23
50.3,23
50.4,23
50.5,23
50.6,23
50.7,23
50.8,23
50.9,23
51,23
51.1,23
51.2,23
51.3,23
51.4,23
51.5,23
51.6,23
51.7,23
51.8,23
51.9,23
52,23
52.1,23
52.2,23
52.3,23
52.4,23
52.5,23
52.6,23
52.7,23
52.8,23
52.9,23
53,23
53.1,23
53.2,23
53.3,23
53.4,23
53.5,23
53.6,23
53.7,23
53.8,23
53.9,23
54,23
54.1,23
54.2,23
54.3,23
54.4,23
54.5,23
54.6,23
54.7,23
54.8,23
54.9,23
55,23
55.1,23
55.2,23
55.3,23
55.4,23
55.5,23
55.6,23
55.7,23
55.8,23
55.9,23
56,23
56.1,23
56.2,23
56.3,23
56.4,23
56.5,23
56.6,23
56.7,23
56.8,23
56.9,23
57,23
57.1,23
57.2,23
57.3,23
57.4,23
57.5,23
57.6,23
57.7,23
57.8,23
57.9,23
58,23
58.1,23
58.2,23
58.3,23
58.4,23
58.5,23
58.6,23
58.7,23
58.8,23
58.9,23
59,23
59.1,23
59.2,23
59.3,23
59.4,23
59.5,23
59.6,23
59.7,23
59.8,23
59.9,23
60,23
60.1,23
60.2,23
60.3,23
60.4,23
60.5,23
60.6,23
60.7,23
60.8,23
60.9,23
61,23
61.1,23
61.2,23
61.3,23
61.4,23
61.5,23
61.6,23
61.7,23
61.8,23
61.9,23
62,23
62.1,23
62.2,23
62.3,23
62.4,23
62.5,23
62.6,23
62.7,23
62.8,23
62.9,23
63,23
63.1,23
63.2,23
63.3,23
63.4,23
63.5,23
63.6,23
63.7,23
63.8,23
63.9,23
64,23
64.1,23
64.2,23
64.3,23
64.4,23
64.5,23
64.6,23
64.7,23
64.8,23
64.9,23
65,23
65.1,23
65.2,23
65.3,23
65.4,23
65.5,23
