0,43
0.1,43
0.2,43
0.3,43
0.4,43
0.5,43
0.6,43
0.7,43
0.8,43
0.9,43
1,43
1.1,43
1.2,43
1.3,43
1.4,43
1.5,43
1.6,43
1.7,43
1.8,43
1.9,43
2,43
2.1,43
2.2,43
2.3,43
2.4,43
2.5,43
2.6,43
2.7,43
2.8,43
2.9,43
3,43
3.1,43
3.2,43
3.3,43
3.4,43
3.5,43
3.6,43
3.7,43
3.8,43
3.9,43
4,43
4.1,43
4.2,43
4.3,43
4.4,43
4.5,43
4.6,43
4.7,43
4.8,43
4.9,43
5,43
5.1,43
5.2,43
5.3,43
5.4,43
5.5,43
5.6,43
5.7,43
5.8,43
5.9,43
6,43
6.1,43
6.2,43
6.3,43
6.4,43
6.5,43
6.6,43
6.7,43
6.8,43
6.9,43
7,43
7.1,43
7.2,43
7.3,43
7.4,43
7.5,43
7.6,43
7.7,43
7.8,43
7.9,43
8,43
8.1,43
8.2,43
8.3,43
8.4,43
8.5,43
8.6,43
8.7,43
8.8,43
8.9,43
9,43
9.1,43
9.2,43
9.3,43
9.4,43
9.5,43
9.6,43
9.7,43
9.8,43
9.9,43
10,43
10.1,43
10.2,43
10.3,43
10.4,43
10.5,43
10.6,43
10.7,43
10.8,43
10.9,43
11,43
11.1,43
11.2,43
11.3,43
11.4,43
11.5,43
11.6,43
11.7,43
11.8,43
11.9,43
12,43
12.1,43
12.2,43
12.3,43
12.4,43
12.5,43
12.6,43
12.7,43
12.8,43
12.9,43
13,43
13.1,43
13.2,43
13.3,43
13.4,43
13.5,43
13.6,43
13.7,43
13.8,43
13.9,43
14,43
14.1,43
14.2,43
14.3,43
14.4,43
14.5,43
14.6,43
14.7,43
14.8,43
14.9,43
15,43
15.1,43
15.2,43
15.3,43
15.4,43
15.5,43
15.6,43
15.7,43
15.8,43
15.9,43
16,43
16.1,43
16.2,43
16.3,43
16.4,43
16.5,43
16.6,43
16.7,43
16.8,43
16.9,43
17,43
17.1,43
17.2,43
17.3,43
17.4,43
17.5,43
17.6,43
17.7,43
17.8,43
17.9,43
18,43
18.1,43
18.2,43
18.3,43
18.4,43
18.5,43
18.6,43
18.7,43
18.8,43
18.9,43
19,43
19.1,43
19.2,43
19.3,43
